question,answer_llm,answer_orig,document
How should I decide which embedding strategy is best for my dataset in the vector search assignment?,"There’s no single best embedding strategy. The course recommends treating it as an experiment on your dataset.

Try these options:

- embed the answer text only
- embed the question only
- embed `question + "" "" + text`

Then compare them using your ground-truth set and pick the one with the best retrieval metrics, such as hit rate or MRR.

In many cases, `question + text` works best, but it also makes the input longer and slightly more expensive.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two text vectors are in vector search?,"Cosine similarity measures how close two text vectors are by looking at the **angle between them** rather than their length.

- If two vectors point in the **same direction**, cosine similarity is **1** — they are very similar.
- If they are **unrelated** and perpendicular, it’s **0**.
- If they point in **opposite directions**, it’s **-1**.

In vector search, this means two texts are considered close when their embeddings are aligned, even if the vectors have different magnitudes. If the vectors are normalized to unit length, cosine similarity becomes the same as the **dot product**, which makes search efficient.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when cosine similarity is 1, 0, or -1 between two documents?","When cosine similarity is:

- **1**: the two documents are **identical in direction** — they are as similar as possible.
- **0**: the documents are **orthogonal**, meaning they have **no similarity**.
- **-1**: the documents are **completely opposite** in direction.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do people use cosine similarity for comparing document content in NLP?,"People use cosine similarity because it measures how similar two documents are based on the **angle** between their vector representations, not their length. In NLP, documents are often turned into vectors of word counts, TF-IDF values, or embeddings, and cosine similarity tells us how aligned those vectors are.

This is useful because two documents can be similar in content even if one is much longer than the other. When vectors are normalized to unit length, cosine similarity becomes equivalent to a dot product, which is efficient to compute.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used with word count or TF-IDF vectors, and how does that work?","Yes. Cosine similarity can be used with word count vectors or TF-IDF vectors.

How it works:
- Each document is represented as a vector of word counts or TF-IDF weights.
- Cosine similarity measures the angle between two vectors.
- If the vectors point in the same direction, the similarity is high; if they are orthogonal, similarity is 0.

In formula terms, it’s the dot product of the two vectors divided by the product of their lengths. That’s why it works well for text: it compares the pattern of words, not just the raw document length.

In the context, cosine similarity is described as being commonly used with word counts or TF-IDF values.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
What exactly is the angle between two vectors telling us in cosine similarity?,"The angle tells us **how aligned the two vectors are**:

- **Small angle** → vectors point in a similar direction → **high cosine similarity**
- **90° angle** → vectors are orthogonal → **cosine similarity is 0**
- **180° angle** → vectors point in opposite directions → **cosine similarity is -1**

So cosine similarity is basically measuring similarity by looking at the **direction** of the vectors, not their length.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into just a dot product once the vectors are normalized?,"Because for cosine similarity:

\[
\cos(\theta) = \frac{u \cdot v}{\|u\|\|v\|}
\]

If both vectors are normalized to unit length, then \(\|u\| = \|v\| = 1\), so:

\[
\cos(\theta) = u \cdot v
\]

So once vectors are normalized, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"In vector search, why can we use matrix multiplication instead of computing cosine similarity one by one?","Because if the vectors are normalized to unit length, cosine similarity becomes just the dot product. Then you can stack all document embeddings into a matrix and compute all similarities to the query in one matrix multiplication instead of doing them one by one.

This is faster and more efficient, and the math is equivalent when normalization is used.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes when both the document embeddings and the query are unit length for similarity search?,"When both the document embeddings and the query are unit length, cosine similarity simplifies to a dot product.

So for similarity search:

- you no longer need to divide by vector magnitudes
- the similarity can be computed efficiently with matrix multiplication
- the dot product is equivalent to cosine similarity in that case

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalization make cosine similarity faster to compute over a whole embedding matrix?,"Normalization makes cosine similarity faster because once every embedding is scaled to unit length, cosine similarity becomes just a dot product. Then you can compute similarity between a query and an entire embedding matrix with one matrix multiplication, instead of separately calculating vector magnitudes and angles for each pair.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is multiplying the embedding matrix by the query vector enough to rank documents by cosine similarity?,"Because if the document embeddings and the query vector are normalized to unit length, cosine similarity becomes just the dot product.

So multiplying the embedding matrix by the query vector computes:

- one dot product per document
- which is the cosine similarity for each document
- and ranking by those scores gives the same ordering as ranking by cosine similarity

In other words, the vector with the highest dot product is the most aligned with the query, which is exactly what cosine similarity measures when vectors are normalized.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2 vector search, do I need to make a whole new GitHub repository, or is creating another codespace enough?","Just a new codespace is enough. You do **not** need a new GitHub repository for Module 2.

The codespace is created from your existing repo, and the recommendation is to use a separate codespace for Module 2 because the vector-search dependencies are heavier. Commit your work to the repository since you may delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Should I keep the vector search work in the same codespace as Module 1, or is it better to start a separate one?","Use a **separate codespace for Module 2**.

It’s still created from your **existing repository**—you do **not** need a new GitHub repo—but keeping Module 2 isolated is recommended because the vector-search dependencies are heavier. That way, you can stop or delete that codespace later without affecting your Module 1 environment.

Also, commit your work to the repository in case you delete the codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why do you recommend a fresh codespace for Module 2 instead of reusing the one from the previous module?,"Because Module 2 adds fairly heavy vector-search dependencies, and using a separate fresh codespace keeps those isolated from your Module 1 environment. That way, if you’re done, you can just stop or delete the Module 2 codespace without carrying the extra dependency weight around.

It’s also quick to set up, and if you do delete that codespace later, make sure to commit your work to the repository first.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I set up a new codespace for vector search, do I still need to commit my changes back to the repo?","Yes — you should still commit your changes back to the repo.

A new codespace is just a separate environment, and since you may delete it later, uncommitted work could be lost. Commit and push regularly so your work is محفوظ in GitHub.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Can I just create a new environment from my existing repository for Module 2, without touching the GitHub repo itself?","Yes — you can create a new **codespace/environment from your existing repository** for Module 2 without changing the GitHub repo itself.

The context says:

- **Just a new codespace**
- It is created **from your existing repository**
- You **don't need a new GitHub repo**

It also recommends using a separate codespace for Module 2 because the vector-search dependencies are heavy, and you can stop or delete that environment later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py get stuck at 0% when trying to fetch model.onnx from HuggingFace?,"It’s usually because the connection to HuggingFace’s CDN is slow or blocked, so the script appears to hang at 0%.

A workaround is to download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` will detect the local file and skip downloading it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a workaround if the model download hangs forever in download.py?,"Yes. If `download.py` hangs at 0% when downloading `model.onnx`, you can work around it by downloading the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file is there locally, the script will detect it and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I manually grab model.onnx from the browser instead of waiting for the script?,"Yes. You can download `model.onnx` directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script will detect that the file already exists locally and skip downloading it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where should I place the downloaded model.onnx so the project uses it?,"Place it at:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks that location first and will skip downloading if the file is already there.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Will download.py skip the HuggingFace download if the file is already saved locally?,"Yes. The script checks whether the file already exists locally, and if it does, it skips re-downloading from HuggingFace.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why do the vector search scores from `X.dot(v_query)` and the loop version not match exactly?,"The scores don’t match exactly because of **floating-point precision**.

`X.dot(v_query)` uses optimized low-level BLAS code, while the loop version adds values sequentially in Python. The dot products are mathematically the same, but the **order of addition is slightly different**, and floating-point addition is not perfectly associative. So you may see tiny differences in the last few decimal places.

That’s normal. Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"I tried comparing the matrix version and the for-loop version with `np.allclose`, and it says false — is that expected?","Yes, that’s expected.

`np.allclose` can return `False` because the matrix version and the for-loop version may accumulate floating-point rounding errors in a different order. They compute the same dot products, but the last few decimal places can differ.

If you want to compare them, use a tolerance:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So a tiny mismatch is normal and doesn’t mean one version is wrong.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Is there a reason the dot-product code gives slightly different numbers than manually summing with a loop?,"Yes — it’s usually just floating-point precision.

`X.dot(v)` and a manual loop compute the same dot product, but they may add terms in a different order. Since floating-point addition isn’t perfectly associative, the last few decimal places can differ. The optimized `dot` implementation also uses BLAS under the hood, which can change the summation order.

So the numbers are not wrong, just slightly rounded differently. Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"When I run vector search both ways, why are the last decimal places off even though the math is the same?","Because of floating-point precision. Even if the math is the same, the matrix version and the loop version add numbers in a different order, and floating-point addition isn’t perfectly associative.

So the last decimal places can differ slightly, especially with optimized BLAS under `X.dot(v)` versus a sequential Python loop. The results are effectively the same.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Should I worry if the BLAS-based version and the Python loop return tiny differences in similarity scores?,"No, you usually don’t need to worry.

Tiny differences between the BLAS-based version and a Python loop are normal and come from floating-point precision and a different order of addition. The math is the same, but rounding can differ in the last few decimal places.

A good check is to compare with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So if the differences are very small, the results are effectively the same.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"For Module 2 homework Q2, why does my cosine similarity not match any of the multiple-choice answers?","Most likely you’re using the wrong embedding model.

For Module 2 Homework Q2, you should use the homework’s `Embedder` from `embedder.py`, not `sentence-transformers` or the lesson model:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model, your cosine similarity can be nowhere near the multiple-choice options.

Also double-check that you:
- embed the page’s `content` field
- compare it to the query vector from Q1
- remember the vectors from `Embedder` are normalized, so the dot product is the cosine similarity

If your answer is still slightly off after that, choose the closest option. Small numerical differences are expected.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Am I supposed to use the lesson sentence-transformers model for the Q2 embedding, or something else?","For Q2, use the homework-specified embedding setup, not the lesson `sentence-transformers` model.

The context says Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

So for Q2 embedding, use that.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If I use the wrong embedding model in Homework 2, can that explain why my cosine score is off?","Yes — using the wrong embedding model can definitely explain an off cosine score in Homework 2.

The homework specifically says to use the lightweight ONNX `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model, like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine value may not match the multiple-choice options.

Also make sure you are:
- embedding the page’s `content` field,
- comparing it to the query vector from Q1,
- using the normalized vectors from `Embedder` so dot product equals cosine similarity.

If it’s still slightly different, pick the closest option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"What exactly should I embed for Q2 — the page text, the filename, or the whole object?","For Q2, embed the page’s **content/text field only** — **not** the filename and **not** the whole object/dict.

The context specifically says to use the page's `content` field, and that embedding the filename or full dict is a common mistake.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do I need to normalize the vectors myself in Module 2, or does the homework embedder already do that?","No — in Module 2 homework, the `Embedder` already returns normalized vectors, so you do **not** need to normalize them yourself. The dot product is already the cosine similarity.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"How do I set up Gemini, OpenAI, and Tavily API keys for the Kestra part of the module?","For the Kestra module, set the keys as environment variables **before** starting Kestra.

Use:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # for the AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # for flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # for web search (flows 3, 5, 6)
```

Then restart Kestra:

```bash
docker compose up -d
```

Inside flows, reference the secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Also, the AI Copilot needs the plain `GEMINI_API_KEY`, while the flows need the base64-encoded `SECRET_GEMINI_API_KEY`.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
Do I need to export both a normal Gemini key and a `SECRET_` one before running Kestra?,"Yes — for Kestra you should export both:

- `GEMINI_API_KEY` for the AI Copilot
- `SECRET_GEMINI_API_KEY` for the flows

The `SECRET_` one must be base64-encoded, for example:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Then restart Kestra so it picks them up.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
